ID	Dive	x	y	X.long	Y.lat	Date	Year	Input_Month	Depth	Slope	Bottom_type	DistCoa	DistRck	DistSed	Current	Swell	Chla	SST	Ruggedness	Slope_slope	Sparisoma_cretense
00160001	0016	361490.2977	4263532.06	-28.588613	38.50939842	28-Aug-97	1997	8	-24.2	20.9205461	0	2904.860906	0	173.8787759	34.63951831	47.29999924	0.621999979	18.70000076	0.008689688	31.65598351	0
00160002	0016	361445.1978	4263515.953	-28.58912689	38.5092463	28-Aug-97	1997	8	-12.25	18.49086952	0	2870.409424	0	209.8809204	34.3842392	47.29999924	0.621999979	18.70000076	0.01297601	49.49292374	1
00170002	0017	357750.9505	4264784.942	-28.6317397	38.5200954	01-Sep-97	1997	9	-13.5	6.567729094	0	29.04399646	0	10.27323914	0.053108748	18.59862687	0.588	18.29999924	0.00206222	26.33298761	0
00170003	0017	357774.0296	4264783.688	-28.6314748	38.52008778	01-Sep-97	1997	9	-4.25	17.77201212	0	10.95728442	0	33.28969282	0	17.64624929	0.588	18.29999924	0.009805656	40.04656396	0
00180001	0018	357749.1945	4264785.444	-28.63175994	38.52009963	02-Sep-97	1997	9	-13.65	6.007567547	0	31.03393191	0	8.533044988	0.053179598	18.7154438	0.588	18.29999924	0.001394859	19.46239021	0
00180002	0018	357680.7097	4264729.251	-28.63253379	38.51958248	02-Sep-97	1997	9	-19.9	2.871180383	1	42.742531	10.32067334	0	0.646630826	20.52499981	0.588	18.29999924	0.001498916	15.68455128	0
00190001	0019	358859.645	4264686.98	-28.61900681	38.5193894	03-Sep-97	1997	9	-21.7	15.49929603	0	56.7191604	0	18.3114802	9.911461718	14.08318216	0.588	18.29999924	0.003490077	34.01900943	2
00190002	0019	358815.3666	4264725.074	-28.61952222	38.51972555	03-Sep-97	1997	9	-14.6	13.41324273	0	28.09393311	0	44.60680389	4.920901418	10.84545474	0.588	18.29999924	0.004298634	40.3910265	5
00190003	0019	358785.9302	4264754.263	-28.61986566	38.51998383	03-Sep-97	1997	9	-3.95	22.58342778	0	9.870353005	0	65.65670672	1.02933225	9.477100182	0.588	18.29999924	0.005303156	13.46487841	31
00200001	0020	363713.5924	4266987.094	-28.56379577	38.54086698	04-Sep-97	1997	9	-24.15	26.54493019	0	1464.814755	0	86.14224827	62.72549993	34.58599854	0.727999985	18.20000076	0.035598369	48.29177509	0
00210001	0021	363710.9338	4266991.636	-28.56382715	38.54090748	27-Sep-97	1997	9	-27.25	24.25530881	0	1475.725013	0	92.41251901	62.64073917	34.58599854	0.727999985	18.20000076	0.026242769	55.18384728	0
00220001	0022	361545.7061	4263449.27	-28.58796134	38.50866121	28-Sep-97	1997	9	-33.2	4.171013355	0	2987.879639	0	120	33.74395752	47.29999924	0.621999979	18.70000076	0.003241221	24.78020287	0
00230001	0023	361549.2497	4263464.41	-28.58792371	38.50879816	28-Sep-97	1997	9	-32.4	4.21510393	0	2983.275257	0	118.9190168	33.92665898	47.29999924	0.621999979	18.70000076	0.005553901	35.8013082	0
00240001	0024	358857.4187	4264689.206	-28.61903278	38.51940911	29-Sep-97	1997	9	-21.6	15.98914875	0	56.74487332	0	16.17353589	9.703202724	13.75875051	0.588	18.29999924	0.002891465	28.72443281	2
00250001	0025	358856.6766	4264685.495	-28.61904055	38.51937556	29-Jan-98	1998	1	-22.35	17.85782736	0	52.35950331	0	21.83107515	9.791469638	13.83204582	0.588	18.29999924	0.004742333	33.47156004	1
00250002	0025	358803.2457	4264708.006	-28.61965776	38.51956987	29-Jan-98	1998	1	-5.4	22.40025107	0	14.39611292	0	56.88995679	3.712650609	10.5599999	0.588	18.29999924	0.00385731	32.83246336	0
00260002	0026	357747.6893	4264792.97	-28.63177873	38.52016719	30-Sep-97	1997	9	-16.5	4.852923507	0	35.88443825	0	3.558375965	0.053627234	18.80016603	0.588	18.29999924	0.001066112	17.32255434	2
00270002	0027	357749.6962	4264789.959	-28.6317551	38.52014039	30-Sep-97	1997	9	-12.55	6.894117037	0	28.95711034	0	9.721224848	0.043025584	18.76821354	0.588	18.29999924	0.001965834	24.27319833	2
00270003	0027	357769.0124	4264773.904	-28.63153034	38.51999885	30-Sep-97	1997	9	-4.75	16.82797124	0	7.106853786	0	34.0229969	0.007666735	17.80722131	0.588	18.29999924	0.011887127	30.36348578	0
00300001	0030	358811.9035	4264804.231	-28.61957792	38.52043809	04-Oct-97	1997	10	-16.05	8.180218913	0	44.57447503	0	24.39209955	5.038081566	10.54050007	0.588	18.29999924	0.001271816	21.05854403	2
00310001	0031	358832.6822	4264773.31	-28.61933341	38.52016284	05-Oct-97	1997	10	-16.7	9.250796058	0	58.77448446	0	17.91062528	6.833111954	11.74454559	0.588	18.29999924	0.001031702	16.18347083	3
00320001	0032	361500.2841	4263439.928	-28.58848026	38.50856999	06-Oct-97	1997	10	-24.65	13.0439317	0	2948.356714	0	165.8957443	33.68106322	47.31818147	0.621999979	18.70000076	0.016685051	38.97708168	0
00340001	0034	358854.6977	4264685.743	-28.61906329	38.51937748	06-Nov-97	1997	11	-22	18.77708178	0	50.86360931	0	23.28603859	9.448146552	13.8620317	0.588	18.29999924	0.004932774	33.82936544	1
00350001	0035	358825.0139	4264679.311	-28.61940236	38.51931483	06-Nov-97	1997	11	-15.8	17.22129328	0	22.4868197	0	49.43780622	6.55143313	12.3481819	0.588	18.29999924	0.006577951	34.47026027	0
00380003	0038	357771.2702	4264777.667	-28.63150522	38.52003311	09-Nov-97	1997	11	-4	16.26468372	0	12.19748705	0	30.49300489	0.004594879	17.8842418	0.588	18.29999924	0.007521569	24.50564315	1
00390001	0039	357741.4178	4264808.021	-28.6318537	38.52030178	09-Nov-97	1997	11	-14.5	2.276184452	1	39.9711291	12.00233714	0	0.099974955	19.625	0.588	18.29999924	0.000364825	11.42479805	0
00390002	0039	357747.9402	4264787.2	-28.63177468	38.52011525	09-Nov-97	1997	11	-12.75	5.523770595	0	32.70050945	0	6.739354324	0.061075722	18.76966591	0.588	18.29999924	0.001236566	15.64219295	15
00390003	0039	357788.0778	4264816.3	-28.63132035	38.52038381	09-Nov-97	1997	11	-4.2	12.35434794	0	14.8952024	0	26.49868679	0	17.97666602	0.588	18.29999924	0.009783094	42.31512451	0
00400001	0040	363713.7032	4266988.091	-28.56379469	38.54087597	10-Nov-97	1997	11	-25.65	27.79848502	0	1467.264661	0	84.44596542	62.74879401	34.59999847	0.727999985	18.20000076	0.033605286	47.0457582	0
00430001	0043	361473.8685	4263490.826	-28.5887932	38.5090244	11-Nov-97	1997	11	-11.15	9.26081121	0	2902.656672	0	195.7358163	34.40005614	47.3799984	0.621999979	18.70000076	0.012527832	29.24526842	1
00440001	0044	361462.5935	4263487.927	-28.58892189	38.50899653	11-Nov-97	1997	11	-13	9.140965657	0	2894.712979	0	201.752483	34.34495371	47.39833132	0.621999979	18.70000076	0.006013938	25.9109413	1
00450001	0045	358855.1925	4264685.495	-28.61905756	38.51937533	12-Nov-97	1997	11	-22.75	17.01882795	0	53.6147494	0	19.32662595	9.605594516	13.75218791	0.588	18.29999924	0.003755993	32.69903723	1
00450002	0045	358787.6617	4264751.789	-28.6198453	38.51996182	12-Nov-97	1997	11	-5.5	23.11045439	0	10.77944391	0	64.95650066	1.267819762	9.533909277	0.588	18.29999924	0.004548841	12.22235695	6
00460001	0046	363726.8859	4266976.238	-28.56364117	38.54077121	10-Nov-97	1997	11	-25.15	25.42882555	0	1450.231596	0	70.94659514	62.73364119	34.59999847	0.727999985	18.20000076	0.038579922	57.68920315	0
00470001	0047	358857.1714	4264686.98	-28.61903517	38.51938901	02-Dec-97	1997	12	-22.5	16.75253391	0	53.29965106	0	20.56339437	9.727168147	13.99616712	0.588	18.29999924	0.003647689	32.14179039	2
00470002	0047	358819.5718	4264728.042	-28.6194746	38.51975296	02-Dec-97	1997	12	-14.75	9.152689292	0	35.1742721	0	38.55109963	4.945214011	11.12545456	0.588	18.29999924	0.002922343	27.79161585	1
00480001	0048	358814.6245	4264727.3	-28.61953118	38.51974549	02-Dec-97	1997	12	-15.45	14.2096622	0	29.76358814	0	43.14305534	4.395535404	10.84545474	0.588	18.29999924	0.004595439	41.7694603	7
00500001	0050	357737.1532	4264817.805	-28.63190459	38.52038923	13-Feb-98	1998	2	-15.5	1.748848092	1	41.06454659	15.14073313	0	0.160967538	19.83435939	0.588	18.29999924	0.000309463	9.038797892	0
00500002	0050	357768.2599	4264813.54	-28.63154703	38.52035579	13-Feb-98	1998	2	-13.6	8.397974474	0	27.78607573	0	16.23424666	0	18.55538412	0.588	18.29999924	0.003963546	38.81527356	3
00500003	0050	357758.978	4264765.877	-28.63164377	38.51992493	13-Feb-98	1998	2	-3.7	17.51666387	0	10.37641319	0	26.30591647	0.030077126	18.07833274	0.588	18.29999924	0.005699417	32.20929035	0
00510001	0051	358790.1354	4264750.8	-28.61981674	38.5199533	03-Dec-97	1997	12	-4.5	21.67149764	0	14.95524113	0	60.34522277	1.385285177	9.581250191	0.588	18.29999924	0.003875347	16.58331031	0
00520001	0052	357737.1532	4264821.568	-28.63190536	38.52042313	04-Dec-97	1997	12	-15.65	1.481319906	1	43.07804743	17.32190927	0	0.190782637	19.84111097	0.588	18.29999924	0.000365157	8.07413684	0
00520002	0052	357748.9436	4264781.43	-28.631762	38.52006344	04-Dec-97	1997	12	-12.75	9.475310066	0	22.47572205	0	12.86231353	0.05657882	18.77729106	0.588	18.29999924	0.002725216	33.86778901	0
00520003	0052	357708.806	4264696.389	-28.63220494	38.51929093	04-Dec-97	1997	12	-4	10.38691107	0	8.919555452	0	30.22444153	0.479580992	20.79657408	0.588	18.29999924	0.006049398	30.7696316	0
00530001	0053	357755.7169	4264861.204	-28.63170056	38.52078315	04-Dec-97	1997	12	-15.8	2.018231105	1	30.40994488	13.17936429	0	0	19.99727301	0.588	18.29999924	0.000823618	10.30981532	0
00530002	0053	357744.4282	4264814.795	-28.63182056	38.52036328	04-Dec-97	1997	12	-15.8	1.72973275	1	40.239451	9.129631587	0	0.099290885	19.64000003	0.588	18.29999924	0.00054252	12.65283244	0
00550001	0055	358814.6245	4264726.805	-28.61953108	38.51974103	03-Mar-98	1998	3	-17.1	14.74689739	0	28.98628044	0	43.69771298	4.395535404	10.84545474	0.588	18.29999924	0.004406457	40.22853036	8
00560001	0056	357672.4313	4264729.753	-28.63262882	38.51958567	04-Mar-98	1998	3	-15.9	7.521245851	1	43.69475892	11.18044461	0	0.748923892	20.62366613	0.588	18.29999924	0.004147997	24.1975649	0
00560002	0056	357746.6859	4264785.946	-28.6317888	38.52010375	04-Mar-98	1998	3	-16	6.152698684	0	31.18870716	0	7.032247543	0.065438273	18.84809453	0.588	18.29999924	0.001186848	15.88259889	2
00560003	0056	357755.9677	4264762.867	-28.63167768	38.51989733	04-Mar-98	1998	3	-4.85	17.42801743	0	10.76366787	0	26.38590946	0.04937426	18.17999935	0.588	18.29999924	0.009021706	35.85426826	0
00580001	0058	358814.3772	4264885.614	-28.61956599	38.52117162	05-Mar-98	1998	3	-22.3	8.628075322	0	77.23726209	0	13.93293715	9.21131293	10.42500003	0.588	18.29999924	0.001660241	28.55250907	2
00580002	0058	358768.3672	4264864.093	-28.62008923	38.52097045	05-Mar-98	1998	3	-14.2	11.43131018	0	29.55236789	0	57.69439425	5.339413036	8.649843574	0.588	18.29999924	0.001974045	32.25023697	2
00610001	0061	357755.9677	4264788.956	-28.63168298	38.52013235	06-Mar-98	1998	3	-15.1	7.426607688	0	29.4419287	0	11.40097316	0.024695313	18.46466611	0.588	18.29999924	0.003171753	32.07291635	0
00610002	0061	357749.4454	4264786.197	-28.63175721	38.52010645	06-Mar-98	1998	3	-13.1	6.999371437	0	28.01625149	0	9.694875864	0.067758325	18.70104098	0.588	18.29999924	0.00130369	19.53791986	0
00620001	0062	358856.924	4264685.001	-28.61903761	38.51937115	09-Mar-98	1998	3	-21.9	17.69216948	0	52.6710247	0	21.95262985	9.607513809	13.85931856	0.588	18.29999924	0.004600599	33.09767456	1
00660001	0066	358816.3561	4264727.548	-28.61951138	38.51974799	09-Apr-98	1998	4	-15.05	11.89080954	0	30.13360081	0	42.64305534	4.758160734	10.89636378	0.588	18.29999924	0.003883743	36.36168461	5
00670001	0067	357741.167	4264813.54	-28.6318577	38.52035146	10-Apr-98	1998	4	-15.5	2.078711098	1	42.33553834	15.30211258	0	0.110418324	19.76000023	0.588	18.29999924	0.00043213	11.55313959	0
00670002	0067	357753.4591	4264786.447	-28.63171124	38.52010936	10-Apr-98	1998	4	-13.15	6.111309518	0	29.21432161	0	10.59838581	0.054267419	18.73069382	0.588	18.29999924	0.001973037	25.82705514	12
00670003	0067	357761.4866	4264765.877	-28.631615	38.51992533	10-Apr-98	1998	4	-4.6	17.35418805	0	9.866127881	0	28.28658902	0.019609818	17.7733326	0.588	18.29999924	0.010163792	34.70219075	0
00690001	0069	358857.6661	4264685.99	-28.6190293	38.51938018	13-Apr-98	1998	4	-22.9	15.80277083	0	56.96742923	0	16.20139342	9.501827717	13.87125044	0.588	18.29999924	0.002908723	29.41780164	2
00700001	0070	357739.411	4264821.317	-28.63187942	38.52042123	14-Apr-98	1998	4	-15.1	1.790901019	1	42.99380849	15.94079056	0	0.141357686	19.79083347	0.588	18.29999924	0.000269487	7.875166059	0
00700002	0070	357746.1842	4264806.265	-28.63179869	38.52028672	14-Apr-98	1998	4	-15.2	4.602779962	1	36.36363018	4.598367691	4.789656401	0.087499299	19.21208286	0.588	18.29999924	0.000935455	16.05779891	0
00700003	0070	357749.4454	4264788.203	-28.63175762	38.52012453	14-Apr-98	1998	4	-13.15	8.123438001	0	26.02116953	0	11.0099678	0.0685774	18.75187433	0.588	18.29999924	0.00149643	21.42205266	0
00700004	0070	357772.2736	4264772.399	-28.63149264	38.51998581	14-Apr-98	1998	4	-4.1	18.68412336	0	7.653567886	0	33.51600018	0.005111157	17.67166589	0.588	18.29999924	0.012975311	34.59359699	8
00710001	0071	357738.6584	4264821.317	-28.63188805	38.52042111	15-Apr-98	1998	4	-14.45	2.031662998	1	42.78073224	20.45778933	0	0.13512341	19.98500029	0.588	18.29999924	0.00030899	8.393841689	0
00710004	0071	357791.5898	4264809.527	-28.6312787	38.52032336	15-Apr-98	1998	4	-2.75	19.60084395	0	10.43220208	0	33.68355647	0	17.92583275	0.588	18.29999924	0.009819931	35.6004024	1
00720001	0072	358812.3983	4264725.816	-28.61955641	38.51973177	15-Apr-98	1998	4	-13.3	14.24123923	0	29.02727572	0	45.13117854	4.359004651	10.78800011	0.588	18.29999924	0.004330264	42.85657899	0
00720002	0072	358796.8142	4264768.858	-28.6197438	38.52011703	15-Apr-98	1998	4	-12.75	16.21761004	0	23.40266546	0	51.12708378	2.426313663	9.832500362	0.588	18.29999924	0.003130913	38.42864052	17
00740001	0074	358850.7399	4264680.796	-28.61910767	38.51933228	16-Apr-98	1998	4	-21	20.53987607	0	42.67063245	0	30.75086888	9.205923557	13.48909127	0.588	18.29999924	0.006669921	37.11599194	3
00740002	0074	358809.1825	4264728.29	-28.61959378	38.51975354	16-Apr-98	1998	4	-13.55	16.89972814	0	26.40711355	0	47.94798533	3.793555784	10.5210001	0.588	18.29999924	0.002992489	34.24314952	18
00740003	0074	358788.1565	4264752.284	-28.61983973	38.51996636	16-Apr-98	1998	4	-3.4	22.55581932	0	11.56449509	0	64.4329483	1.213159377	9.544833501	0.588	18.29999924	0.004277097	11.42287133	0
00750001	0075	358856.6766	4264684.753	-28.6190404	38.51936888	04-Jun-98	1998	6	-21.85	17.92962503	0	51.69062691	0	22.39107704	9.791469638	13.88045484	0.588	18.29999924	0.004428673	30.25558901	0
00750002	0075	358803.2457	4264709.243	-28.61965801	38.51958101	04-Jun-98	1998	6	-5.25	22.372277	0	13.83071154	0	57.06177105	3.661779512	10.42583323	0.588	18.29999924	0.003831386	32.11963422	0
00770001	0077	358857.9135	4264685.99	-28.61902646	38.51938022	06-Jun-98	1998	6	-21.75	17.25749612	0	53.66866334	0	20.51644484	9.846143544	13.90312545	0.588	18.29999924	0.004234826	31.97767464	0
00780001	0078	358816.6035	4264726.311	-28.61950829	38.51973689	07-Jun-98	1998	6	-15.25	20.11924934	0	21.21320343	0	49.2442894	4.608229743	11.06500006	0.588	18.29999924	0.002516641	24.81923103	0
00790001	0079	358856.4293	4264686.732	-28.61904363	38.51938667	10-Jun-98	1998	6	-22.75	17.0402604	0	53.2939252	0	21.83107515	9.529288145	13.96535751	0.588	18.29999924	0.004169772	36.77464953	2
00790002	0079	358815.1193	4264725.074	-28.61952506	38.51972551	10-Jun-98	1998	6	-15.7	13.41324273	0	28.09393311	0	44.60680389	4.444947898	10.82000022	0.588	18.29999924	0.004298634	40.3910265	5
00810001	0081	357732.8886	4264824.578	-28.63195487	38.52044957	13-Jun-98	1998	6	-16.2	1.845262093	1	42.41968604	21.63715295	0	0.231238282	20.23999977	0.588	18.29999924	0.000249613	8.147298532	0
00810002	0081	357744.9299	4264808.523	-28.63181353	38.52030686	13-Jun-98	1998	6	-15.5	2.655217141	1	39.68513069	9.564495087	0	0.065710953	19.47863613	0.588	18.29999924	0.000390233	10.45650868	0
00810003	0081	357758.7272	4264792.719	-28.63165211	38.52016669	13-Jun-98	1998	6	-12.3	6.511046684	0	31.31454525	0	12.01095619	0.012997072	18.67816601	0.588	18.29999924	0.002681446	31.66123657	1
00820001	0082	357722.0908	4264831.613	-28.63208012	38.52051121	13-Jun-98	1998	6	-15.95	1.973869354	1	52.99159368	22.22938983	0	0.337247641	20.51374996	0.588	18.29999924	0.000331084	7.564459801	0
00820002	0082	357757.4729	4264806.265	-28.63166925	38.52028853	13-Jun-98	1998	6	-13.7	3.410839731	0	38.35498142	0.5	5.621320343	0.022667603	18.9656053	0.588	18.29999924	0.001580969	21.04535981	1
00820003	0082	357763.9952	4264768.135	-28.6315867	38.51994607	13-Jun-98	1998	6	-4.15	16.75057323	0	5.329697927	0	32.31759029	0.020083815	17.67166601	0.588	18.29999924	0.00665757	26.69332372	2
00870001	0087	365133.5242	4266516.484	-28.54741768	38.53684381	15-Jun-98	1998	6	-15.25	22.25201175	0	61.46857591	0	83.76859145	70.63413493	35.33525009	0.776000023	18.10000038	0.028440658	61.22660169	3
00880001	0088	365126.07	4266546.301	-28.54750893	38.53711129	15-Jun-98	1998	6	-21.15	19.38494528	0	91.60139119	0	66.95552722	70.81038947	36.07930501	0.776000023	18.10000038	0.043731892	53.91993817	0
00890001	0089	357729.1257	4264834.362	-28.63200001	38.5205371	18-Jun-98	1998	6	-14.7	1.728313086	1	49.24631936	24.5128043	0	0.27823808	20.37874973	0.588	18.29999924	0.000267286	7.771147072	0
00890002	0089	357745.6825	4264808.774	-28.63180495	38.52030924	18-Jun-98	1998	6	-14.9	2.230702319	1	40.05227349	8.802299153	0	0.075659504	19.48999977	0.588	18.29999924	0.000491884	10.74702356	0
00890003	0089	357753.4591	4264785.444	-28.63171103	38.52010032	18-Jun-98	1998	6	-12.45	9.833570331	0	21.6081115	0	14.31746626	0.045222849	18.71605994	0.588	18.29999924	0.002100773	29.45394516	0
00900001	0090	357757.222	4264785.946	-28.63166799	38.52010544	19-Jun-98	1998	6	-11.6	8.389095211	0	25.81488323	0	12.41820908	0.016980551	18.52312446	0.588	18.29999924	0.001977348	25.65824585	1
00910001	0091	357746.1842	4264805.764	-28.63179859	38.5202822	20-Jun-98	1998	6	-14.95	1.983402407	1	40.51013851	6.739354324	0.5	0.080108029	19.40393899	0.588	18.29999924	0.000490443	12.16670754	0
00910002	0091	357755.9677	4264789.458	-28.63168309	38.52013687	20-Jun-98	1998	6	-13.15	7.709083817	0	30.18999464	0	11.79460092	0.033130675	18.75302974	0.588	18.29999924	0.003288625	33.77792601	0
00930001	0093	358855.9345	4264683.022	-28.61904856	38.51935316	21-Jun-98	1998	6	-22.3	16.90964213	0	49.59109566	0	24.73715123	9.379903577	13.86775045	0.588	18.29999924	0.006110066	38.54992468	1
00960001	0096	363727.329	4266978.343	-28.5636365	38.54079024	30-Jun-98	1998	6	-23.5	20.48701859	0	1454.493909	0	79.6122345	62.75625687	34.59999847	0.727999985	18.20000076	0.044883876	61.02725296	0
00970001	0097	363697.0864	4266994.738	-28.56398659	38.54093331	30-Jun-98	1998	6	-31.45	15.33426645	0	1484.4291	0	89.40649891	62.82389212	34.43199921	0.727999985	18.20000076	0.020334727	45.20676434	0
00980001	0098	357792.0916	4264813.289	-28.63127371	38.52035733	01-Jul-98	1998	7	-4.25	16.301476	0	10.71477661	0	29.9137146	0	17.81690434	0.588	18.29999924	0.006955783	34.27641029	0
00990001	0099	358815.614	4264725.569	-28.61951949	38.51973005	02-Jul-98	1998	7	-16.25	12.54107562	0	28.52092882	0	44.15225844	4.85172348	10.84545474	0.588	18.29999924	0.003952749	37.45385942	1
01010001	0101	361547.9611	4263481.806	-28.58794193	38.50895467	05-Jul-98	1998	7	-33.3	5.304614045	0	2976.608975	0	120.8220777	34.11565919	47.29999924	0.621999979	18.70000076	0.006223919	32.81354306	0
01040001	0104	357697.0156	4264812.035	-28.63236367	38.52033084	05-Aug-98	1998	8	-16.4	2.628640694	1	41.42734831	18.9984482	0	0.58821754	21.11254939	0.588	18.29999924	0.001822017	11.65439472	0
01040002	0104	357707.8026	4264819.812	-28.63224156	38.52040262	05-Aug-98	1998	8	-16	2.816833834	1	44.83506807	18.23657783	0	0.526086026	20.89431832	0.588	18.29999924	0.000391165	5.776755432	0
01040003	0104	357787.8269	4264809.527	-28.63132185	38.52032275	05-Aug-98	1998	8	-4.35	14.97452268	0	13.50249152	0	30.66000436	0	17.76409028	0.588	18.29999924	0.009047837	38.22146572	0
01040004	0104	357751.7031	4264793.221	-28.63173275	38.52017009	05-Aug-98	1998	8	-13.3	5.236685008	0	29.41216683	0	11.34597993	0.047882985	18.92555491	0.588	18.29999924	0.003480607	27.71094811	2
01050001	0105	357743.4247	4264805.011	-28.63183008	38.52027498	05-Aug-98	1998	8	-15.4	4.107376468	1	34.57454389	5.100187683	3.694753265	0.096043091	19.49666634	0.588	18.29999924	0.000810595	15.83801603	0
01050002	0105	357755.2151	4264790.21	-28.63169187	38.52014353	05-Aug-98	1998	8	-13.3	6.899971497	0	30.76552296	0	10.80056305	0.04831065	18.71374941	0.588	18.29999924	0.002750058	31.8571909	2
01050003	0105	357761.2358	4264767.382	-28.63161819	38.51993885	05-Aug-98	1998	8	-2.75	16.21373679	0	9.492557699	0	26.12606603	0.007331154	17.97666597	0.588	18.29999924	0.005801519	28.36223342	0
01060001	0106	358854.6977	4264682.527	-28.61906264	38.51934851	06-Aug-98	1998	8	-21.3	18.32908154	0	47.74838681	0	26.41081471	9.678615676	13.89340947	0.588	18.29999924	0.006257881	41.73289659	3
01060002	0106	358816.6035	4264725.569	-28.61950814	38.51973021	06-Aug-98	1998	8	-16.05	11.89080954	0	30.13360081	0	42.64305534	4.883356224	10.93000011	0.588	18.29999924	0.003883743	36.36168461	0
01070001	0107	358820.3139	4264724.827	-28.61946544	38.51972411	06-Aug-98	1998	8	-16.25	12.56070102	0	33.06901273	0	39.17880041	5.033578396	11.11999989	0.588	18.29999924	0.002845764	28.22233677	1
01070002	0107	358813.8824	4264708.748	-28.61953595	38.51957824	06-Aug-98	1998	8	-12.3	19.40079395	0	20.50039689	0	50.02136771	4.731544235	10.98700018	0.588	18.29999924	0.003848529	35.90253035	1
